account_id,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,account_status,prior_renewal_rate,prior_rate_mean,prior_rate_last,paid_claims_2025,process_cv
ACC02676,R33,Hospitality,503,3837490.32,1.4738,1.00–1.49,2,Active,1.0,3.3333333333333335,0,3070749.79,0.12333597012144894
ACC02677,R16,Healthcare,671,5155156.39,0.8056,0.50–0.99,5,Active,0.6666666666666666,-1.6666666666666667,-10,2317283.17,0.10532568888017121
ACC02678,R13,Manufacturing,122,728970.32,0.4344,0.15–0.49,7,Active,0.6666666666666666,-10.0,-15,170480.76,0.3066203850788565
ACC02679,R47,Manufacturing,618,3397078.08,0.983,0.50–0.99,11,Active,1.0,-3.3333333333333335,0,1971035.6300000001,0.10805893988823229
ACC02680,R40,Technology,71,604251.89,2.8257,2.50–5.00,8,Active,1.0,1.6666666666666667,5,2121712.5,0.20363966157558677
ACC02681,R28,Retail,74,747095.59,3.7151,2.50–5.00,3,Active,1.0,3.3333333333333335,-15,2684769.1,0.21606757804289284
ACC02682,R39,Professional services,216,1281091.17,1.2202,1.00–1.49,8,Active,1.0,5.0,-10,1464167.97,0.3324826768751118
ACC02683,R12,Technology,303,2302430.02,0.7471,0.50–0.99,12,Active,1.0,6.666666666666667,0,1018940.77,0.12061363873320495
ACC02684,R09,Healthcare,329,1877477.98,0.5375,0.50–0.99,5,Active,0.6666666666666666,10.0,10,949693.1799999999,0.15437380107676663
ACC02685,R21,Technology,170,753977.63,0.9001,0.50–0.99,7,Active,1.0,1.6666666666666667,5,556695.48,0.1699426130346108
ACC02686,R31,Healthcare,77,502833.52,0.6742,0.50–0.99,11,Active,0.6666666666666666,5.0,-5,275112.3,0.28204188564562177
ACC02687,R37,Professional services,707,4647624.19,0.3953,0.15–0.49,7,Active,0.3333333333333333,10.0,-10,1260795.01,0.11371432854428068
ACC02688,R02,Financial services,295,1588403.48,0.9208,0.50–0.99,7,Active,1.0,-8.333333333333334,-10,1119369.95,0.1726533663688797
ACC02689,R29,Retail,444,3157771.04,2.2661,1.50–2.49,5,Active,1.0,6.666666666666667,10,6247394.45,0.10787259831526629
ACC02690,R29,Logistics,96,747249.91,3.2114,2.50–5.00,4,Active,1.0,-3.3333333333333335,10,3408738.11,0.18902984453319838
ACC02691,R17,Healthcare,291,1874392.34,0.8223,0.50–0.99,7,Active,0.6666666666666666,8.333333333333334,25,1239205.28,0.1450188648420257
ACC02692,R22,Manufacturing,560,2818120.62,0.621,0.50–0.99,8,Active,0.6666666666666666,13.333333333333334,5,1516436.1300000001,0.12307083294263275
ACC02693,R13,Logistics,109,524999.36,0.8589,0.50–0.99,9,Active,1.0,5.0,5,526344.95,0.24620542824299685
ACC02694,R13,Healthcare,463,3243251.94,0.9681,0.50–0.99,2,Active,1.0,6.666666666666667,0,1499412.85,0.10362538245114046
ACC02695,R08,Logistics,201,961850.8,0.2819,0.15–0.49,5,Active,1.0,3.3333333333333335,5,343182.95,0.1794355530262312
ACC02696,R02,Financial services,123,610837.09,0.8858,0.50–0.99,4,Active,1.0,5.0,10,346409.02,0.1897822299814942
ACC02697,R39,Logistics,282,1851706.98,1.6869,1.50–2.49,2,Active,1.0,10.0,5,3329784.33,0.13783416323180323
ACC02698,R40,Logistics,112,652330.48,0.8367,0.50–0.99,5,Active,0.6666666666666666,5.0,5,505540.59,0.1965832743502958
ACC02699,R46,Logistics,783,4360968.42,0.2632,0.15–0.49,3,Active,1.0,1.6666666666666667,10,1025488.44,0.10069795818900867
ACC02700,R07,Retail,570,4427376.18,0.8255,0.50–0.99,3,Active,1.0,10.0,5,2014602.5999999999,0.13426479707227285
ACC02701,R32,Manufacturing,512,3210991.63,0.5021,0.50–0.99,9,Active,0.6666666666666666,11.666666666666666,10,1460928.23,0.10490589030544738
ACC02702,R12,Manufacturing,337,1718865.41,0.3489,0.15–0.49,7,Active,1.0,0.0,-10,488185.92,0.17883709135780126
ACC02703,R16,Hospitality,213,1125421.81,0.2571,0.15–0.49,7,Active,0.6666666666666666,18.333333333333332,20,320434.51,0.2054968888258636
ACC02704,R02,Manufacturing,100,985470.49,0.6758,0.50–0.99,9,Active,0.6666666666666666,10.0,5,369588.94,0.2385939536604476
ACC02705,R42,Financial services,1592,8161310.63,0.4472,0.15–0.49,3,Active,1.0,8.333333333333334,10,2712616.34,0.0959201462890806
ACC02706,R47,Technology,287,1502694.23,0.5111,0.50–0.99,8,Active,1.0,6.666666666666667,-5,862611.97,0.15189969439834838
ACC02707,R25,Healthcare,313,1965546.22,0.8743,0.50–0.99,12,Active,1.0,5.0,10,1016581.32,0.13243438982189584
ACC02708,R39,Financial services,113,652044.23,1.406,1.00–1.49,5,Active,1.0,6.666666666666667,5,589058.3099999999,0.18969910429792775
ACC02709,R48,Manufacturing,108,728914.24,0.6029,0.50–0.99,2,Active,1.0,3.3333333333333335,-5,315417.6,0.29815724167423957
ACC02710,R40,Manufacturing,73,446204.05,0.3986,0.15–0.49,11,Active,0.6666666666666666,-3.3333333333333335,-5,142234.94,0.5268794450509366
ACC02711,R12,Logistics,152,918351.39,0.2774,0.15–0.49,6,Active,1.0,8.333333333333334,5,232542.0,0.200626301112888
ACC02712,R15,Logistics,282,1989441.26,1.673,1.50–2.49,3,Active,1.0,6.666666666666667,5,3443214.24,0.11927041843197077
ACC02713,R27,Financial services,693,3265537.69,0.3721,0.15–0.49,8,Active,0.6666666666666666,16.666666666666668,20,1076130.59,0.12164781451566478
ACC02714,R07,Professional services,259,1492278.39,0.731,0.50–0.99,8,Active,1.0,1.6666666666666667,5,948002.5,0.20040143334695917
ACC02715,R03,Financial services,400,2704871.82,0.5545,0.50–0.99,10,Active,1.0,1.6666666666666667,10,1845147.54,0.12986284679897867
ACC02716,R31,Technology,116,744836.67,0.2285,0.15–0.49,1,Active,0.6666666666666666,10.0,5,151146.72,0.2660885681710805
ACC02717,R25,Financial services,120,740899.99,1.4453,1.00–1.49,5,Active,0.6666666666666666,8.333333333333334,5,629319.13,0.20200894374397374
ACC02718,R24,Logistics,1127,9355924.73,0.8486,0.50–0.99,8,Active,1.0,3.3333333333333335,5,3782270.02,0.08626671864829343
ACC02719,R11,Healthcare,567,4266107.57,4.8269,2.50–5.00,5,Active,1.0,1.6666666666666667,0,17373604.48,0.0810517131555222
ACC02720,R06,Technology,224,1274970.08,2.1121,1.50–2.49,1,Active,1.0,16.666666666666668,15,2738670.28,0.17380064301084172
ACC02721,R06,Hospitality,360,1885416.62,1.4792,1.00–1.49,6,Active,1.0,3.3333333333333335,0,1563518.63,0.11849153241055668
ACC02722,R36,Retail,259,1769884.76,0.8237,0.50–0.99,8,Active,0.6666666666666666,-3.3333333333333335,-5,1382561.5,0.2890449056490484
ACC02723,R22,Retail,336,2870074.0,2.8946,2.50–5.00,8,Active,1.0,16.666666666666668,10,10365055.73,0.11844321246081409
ACC02724,R18,Professional services,551,3602293.56,1.3136,1.00–1.49,11,Active,1.0,11.666666666666666,0,4257147.46,0.1171791546903526
ACC02725,R02,Technology,312,1842290.61,0.511,0.50–0.99,5,Active,0.6666666666666666,10.0,0,1058493.31,0.19036397740271002
ACC02726,R24,Financial services,223,1575632.93,0.7368,0.50–0.99,4,Active,1.0,20.0,20,715051.7,0.20020468211169287
ACC02727,R28,Technology,62,368720.17,0.718,0.50–0.99,8,Active,1.0,1.6666666666666667,-15,167306.93,0.2836482054312982
ACC02728,R14,Healthcare,115,593262.65,0.7922,0.50–0.99,7,Active,1.0,16.666666666666668,25,330972.74,0.2083800890804698
ACC02729,R04,Manufacturing,472,3277750.05,0.2009,0.15–0.49,1,Active,1.0,6.666666666666667,25,905344.24,0.1244483517711136
ACC02730,R33,Manufacturing,379,1809704.54,0.2004,0.15–0.49,11,Active,1.0,-1.6666666666666667,-15,592412.34,0.14727879350743045
ACC02731,R30,Logistics,224,1473620.09,0.5651,0.50–0.99,3,Active,1.0,0.0,0,756527.82,0.14569668846234807
ACC02732,R25,Healthcare,157,1548606.58,1.0187,1.00–1.49,12,Active,0.6666666666666666,10.0,25,920580.86,0.18847449545270248
ACC02733,R45,Retail,199,1177010.47,1.2103,1.00–1.49,12,Active,1.0,1.6666666666666667,-10,1002559.58,0.19152312723276663
ACC02734,R28,Technology,449,3777716.58,2.9719,2.50–5.00,2,Active,1.0,15.0,0,12477840.32,0.09200284079069433
ACC02735,R21,Manufacturing,162,1039847.78,2.0599,1.50–2.49,2,Active,1.0,0.0,-5,1788286.71,0.1299074671042331
ACC02736,R19,Professional services,121,880363.72,0.9069,0.50–0.99,8,Active,1.0,8.333333333333334,10,376918.91,0.2768264690250369
ACC02737,R04,Retail,227,1347842.48,0.89,0.50–0.99,5,Active,1.0,11.666666666666666,25,823231.05,0.1846630248630914
ACC02738,R47,Professional services,1066,10008607.76,2.3247,1.50–2.49,6,Active,1.0,11.666666666666666,15,13381561.25,0.06551600699727256
ACC02739,R36,Financial services,161,1059298.53,0.4145,0.15–0.49,10,Active,1.0,6.666666666666667,10,207934.02,0.2526688159668651
ACC02740,R42,Professional services,336,1649173.34,0.5691,0.50–0.99,11,Active,1.0,-5.0,0,1052690.0,0.12463233658324452
ACC02741,R19,Technology,261,1829002.05,0.1737,0.15–0.49,9,Active,0.3333333333333333,11.666666666666666,20,425271.04,0.2578288219270474
ACC02742,R23,Hospitality,314,1817511.63,0.2744,0.15–0.49,6,Active,1.0,15.0,5,640435.12,0.2505517367872122
ACC02743,R27,Retail,62,475275.03,0.5267,0.50–0.99,10,Active,0.6666666666666666,8.333333333333334,0,256265.83,0.37393723439440824
ACC02744,R39,Hospitality,336,1820611.48,2.4303,1.50–2.49,5,Active,1.0,-1.6666666666666667,10,3872116.19,0.11380834384527798
ACC02745,R20,Manufacturing,203,1088146.82,0.591,0.50–0.99,3,Active,1.0,1.6666666666666667,10,664313.25,0.1536021519752121
ACC02746,R03,Manufacturing,310,3001233.09,1.7557,1.50–2.49,6,Active,1.0,10.0,10,3901006.32,0.11402150538902169
ACC02747,R34,Technology,93,781568.4,2.6409,2.50–5.00,5,Active,1.0,5.0,20,2837284.22,0.17916107703953946
ACC02748,R17,Healthcare,322,2035478.69,0.82,0.50–0.99,5,Active,1.0,3.3333333333333335,0,1586151.8699999999,0.15612184916034982
ACC02749,R42,Hospitality,103,841007.88,0.5452,0.50–0.99,7,Active,0.6666666666666666,10.0,20,327611.59,0.2232079271855083
ACC02750,R39,Professional services,182,1083998.92,0.6803,0.50–0.99,6,Active,1.0,8.333333333333334,25,600736.55,0.19788073321258534
ACC02751,R43,Manufacturing,175,1126361.41,0.9169,0.50–0.99,6,Active,0.6666666666666666,3.3333333333333335,20,710259.64,0.28412162529344515
ACC02752,R28,Professional services,798,6215032.6,0.6216,0.50–0.99,9,Active,1.0,3.3333333333333335,-5,2938161.91,0.09372065622123082
ACC02753,R48,Technology,463,4934693.83,0.9775,0.50–0.99,11,Active,0.6666666666666666,1.6666666666666667,5,2192019.21,0.20223123289228748
ACC02754,R02,Logistics,173,1429431.33,4.8247,2.50–5.00,7,Active,1.0,3.3333333333333335,10,3603056.38,0.15734351462587567
ACC02755,R43,Technology,317,1878964.68,0.8344,0.50–0.99,5,Active,0.3333333333333333,3.3333333333333335,25,1196871.71,0.1410448777281392
ACC02756,R28,Logistics,529,3958196.34,2.3869,1.50–2.49,6,Active,1.0,10.0,5,8792058.14,0.10224410463164026
ACC02757,R40,Retail,704,4300587.9,1.4424,1.00–1.49,10,Active,1.0,8.333333333333334,-5,4408636.23,0.08950688095842409
ACC02758,R37,Financial services,97,608349.3,0.983,0.50–0.99,9,Active,0.6666666666666666,15.0,10,447466.36,0.278667755861133
ACC02759,R05,Healthcare,99,590909.09,0.9851,0.50–0.99,8,Active,0.6666666666666666,-1.6666666666666667,-15,359632.33,0.20202250413966447
ACC02760,R33,Manufacturing,335,2233145.54,0.6002,0.50–0.99,7,Active,1.0,6.666666666666667,15,1214473.56,0.14523353715050658
ACC02761,R21,Healthcare,1003,6603058.71,0.5806,0.50–0.99,12,Active,0.6666666666666666,-3.3333333333333335,10,3481191.88,0.07737439138022523
ACC02762,R46,Technology,173,1134789.73,0.5506,0.50–0.99,10,Active,1.0,8.333333333333334,5,414404.3,0.2167238849630105
ACC02763,R08,Technology,200,1792165.8,0.1986,0.15–0.49,10,Active,0.6666666666666666,15.0,10,365257.15,0.2010878398850863
ACC02764,R07,Technology,168,1096566.37,0.9896,0.50–0.99,6,Active,1.0,15.0,5,643389.73,0.17044717995524628
ACC02765,R08,Logistics,405,2526045.91,0.4761,0.15–0.49,1,Active,0.6666666666666666,10.0,0,625783.36,0.15958106181227671
ACC02766,R02,Professional services,375,3414124.38,0.4152,0.15–0.49,11,Active,0.6666666666666666,8.333333333333334,10,676702.3,0.15025998056257941
ACC02767,R44,Technology,396,2543229.35,0.5976,0.50–0.99,3,Active,0.6666666666666666,5.0,10,1534694.8,0.15398123031556565
ACC02768,R07,Manufacturing,964,6297726.72,0.7066,0.50–0.99,12,Active,1.0,15.0,20,3678899.41,0.0842091787712074
ACC02769,R34,Professional services,144,799341.53,0.4141,0.15–0.49,2,Active,1.0,-1.6666666666666667,0,334871.57,0.31188596416457737
ACC02770,R03,Manufacturing,210,1466904.7,2.1608,1.50–2.49,8,Active,1.0,11.666666666666666,15,2351652.46,0.14270427057976126
ACC02771,R16,Professional services,267,1910769.98,1.3739,1.00–1.49,8,Active,1.0,6.666666666666667,0,2665305.61,0.2416018985011539
ACC02772,R07,Technology,1375,13505401.69,4.2917,2.50–5.00,10,Active,1.0,3.3333333333333335,-5,38203947.84,0.05186198597974834
ACC02773,R26,Logistics,158,1384001.23,0.5321,0.50–0.99,10,Active,0.6666666666666666,8.333333333333334,10,438559.18,0.1843811969827528
ACC02774,R21,Hospitality,369,2527302.62,0.8089,0.50–0.99,7,Active,0.6666666666666666,3.3333333333333335,5,1392058.85,0.12733153119373342
ACC02775,R45,Healthcare,513,4545910.47,1.0495,1.00–1.49,4,Active,0.6666666666666666,-3.3333333333333335,10,3282669.55,0.08715173579825682
ACC02776,R30,Professional services,219,1366620.12,4.2968,2.50–5.00,11,Active,1.0,8.333333333333334,15,5877399.4799999995,0.15525680053711144
ACC02777,R11,Hospitality,766,5779338.08,0.3777,0.15–0.49,2,Active,1.0,3.3333333333333335,10,1296896.37,0.1026382180250209
ACC02778,R39,Financial services,142,1159761.13,2.2754,1.50–2.49,5,Active,1.0,16.666666666666668,25,1482213.98,0.14482137517212995
ACC02779,R42,Hospitality,354,2709675.77,2.2641,1.50–2.49,2,Active,1.0,15.0,20,4307915.7299999995,0.1196965908436943
ACC02780,R20,Hospitality,62,321599.35,0.3113,0.15–0.49,5,Active,1.0,8.333333333333334,25,92503.55,0.2804585884822714
ACC02781,R37,Healthcare,197,1306347.69,0.2992,0.15–0.49,5,Active,0.6666666666666666,11.666666666666666,5,333826.05,0.17441108147030424
ACC02782,R33,Financial services,459,2738139.47,0.834,0.50–0.99,4,Active,1.0,13.333333333333334,20,1493808.6300000001,0.12652084665068433
ACC02783,R47,Logistics,317,2071128.7,0.3566,0.15–0.49,4,Active,0.3333333333333333,3.3333333333333335,15,401854.31,0.14228477654227104
ACC02784,R41,Manufacturing,209,1643783.17,2.1165,1.50–2.49,3,Active,1.0,5.0,5,2892556.23,0.15257484629988205
ACC02785,R19,Technology,168,888363.41,0.7494,0.50–0.99,8,Active,1.0,-1.6666666666666667,0,451267.8,0.15093330848790765
ACC02786,R46,Healthcare,448,2681911.65,0.6614,0.50–0.99,6,Active,0.6666666666666666,8.333333333333334,-5,1190434.85,0.12734894575866457
ACC02787,R36,Logistics,401,2149071.63,1.0471,1.00–1.49,11,Active,1.0,10.0,10,2967797.76,0.13360128308432354
ACC02788,R19,Retail,213,1226388.69,0.2363,0.15–0.49,10,Active,1.0,1.6666666666666667,-15,519253.26,0.21644847739587705
ACC02789,R04,Logistics,174,1209189.39,0.5662,0.50–0.99,11,Active,1.0,-1.6666666666666667,0,660907.71,0.23873565199896943
ACC02790,R33,Professional services,372,2862738.54,3.7205,2.50–5.00,10,Active,1.0,-3.3333333333333335,-10,9934679.02,0.09366060405845661
ACC02791,R05,Retail,223,1412310.96,0.2201,0.15–0.49,7,Active,0.0,13.333333333333334,-5,283986.8,0.16154072616697995
ACC02792,R30,Retail,204,1627958.71,0.9772,0.50–0.99,5,Active,1.0,1.6666666666666667,5,688967.4400000001,0.16736081930558058
ACC02793,R28,Professional services,125,771967.13,1.2042,1.00–1.49,12,Active,1.0,0.0,0,1467585.74,0.5745260181971436
ACC02794,R45,Logistics,212,936371.08,0.3495,0.15–0.49,7,Active,0.6666666666666666,5.0,10,405226.42,0.36157438738049286
ACC02795,R47,Financial services,126,1058722.39,4.9303,2.50–5.00,6,Active,1.0,5.0,5,3183579.79,0.1592856680808192
ACC02796,R18,Financial services,305,1888554.35,0.7156,0.50–0.99,7,Active,1.0,15.0,10,1446403.47,0.22981177420324547
ACC02797,R42,Healthcare,516,3132882.24,1.35,1.00–1.49,3,Active,1.0,-1.6666666666666667,0,3982287.15,0.12200526273061492
ACC02798,R25,Professional services,190,1134282.23,0.8369,0.50–0.99,10,Active,0.6666666666666666,10.0,10,729010.9400000001,0.19564897470001474
ACC02799,R08,Financial services,167,883929.83,0.7087,0.50–0.99,6,Active,1.0,0.0,10,381018.91,0.2198842085190621
ACC02800,R29,Logistics,459,2898158.27,0.7313,0.50–0.99,6,Active,1.0,1.6666666666666667,0,1557893.71,0.13368586286663955
ACC02801,R01,Manufacturing,140,846852.61,0.8889,0.50–0.99,8,Active,0.6666666666666666,11.666666666666666,20,511896.85,0.18052196916009255
ACC02802,R35,Retail,145,898331.93,1.1992,1.00–1.49,4,Active,1.0,-1.6666666666666667,0,1192781.07,0.1978259946251376
ACC02803,R08,Hospitality,250,1667677.74,0.7049,0.50–0.99,3,Active,1.0,0.0,5,1151822.24,0.2852621197575413
ACC02804,R20,Financial services,234,1451562.85,0.3207,0.15–0.49,6,Active,0.6666666666666666,5.0,5,392268.76,0.19238216140692632
ACC02805,R25,Financial services,429,2754046.47,0.6925,0.50–0.99,5,Active,0.6666666666666666,1.6666666666666667,5,1488174.4,0.14372314893394775
ACC02806,R44,Manufacturing,637,6023295.37,1.5869,1.50–2.49,1,Active,1.0,-5.0,0,8511381.13,0.08786075338957325
ACC02807,R17,Hospitality,488,3325706.04,0.8837,0.50–0.99,11,Active,1.0,6.666666666666667,0,1613526.22,0.10802836714041285
ACC02808,R18,Healthcare,555,3366098.81,0.7757,0.50–0.99,10,Active,0.3333333333333333,6.666666666666667,5,1971222.9,0.1101525077522622
ACC02809,R35,Professional services,811,4440935.68,2.2327,1.50–2.49,12,Active,0.6666666666666666,8.333333333333334,20,10861640.09,0.07265318605965031
ACC02810,R20,Manufacturing,503,2362221.82,0.6706,0.50–0.99,10,Active,0.3333333333333333,13.333333333333334,20,1791397.28,0.13521320510027485
ACC02811,R33,Professional services,176,1204233.42,0.8734,0.50–0.99,7,Active,1.0,3.3333333333333335,-10,465298.68,0.18090045718369022
ACC02812,R39,Logistics,71,425663.37,0.9196,0.50–0.99,10,Active,0.6666666666666666,1.6666666666666667,10,291976.55,0.3457337420250413
ACC02813,R07,Healthcare,169,1457600.67,3.0475,2.50–5.00,3,Active,1.0,6.666666666666667,15,4245444.59,0.12168189895825962
ACC02814,R09,Manufacturing,155,840274.34,0.3641,0.15–0.49,12,Active,1.0,-1.6666666666666667,5,308185.33,0.22101010351636
ACC02815,R16,Hospitality,406,2477692.7,1.2265,1.00–1.49,1,Active,1.0,3.3333333333333335,15,2444843.65,0.11260570918408677
ACC02816,R27,Logistics,225,1379056.74,0.667,0.50–0.99,4,Active,1.0,0.0,-5,858401.68,0.26108051936744536
ACC02817,R09,Healthcare,256,1683425.68,1.7743,1.50–2.49,2,Active,0.6666666666666666,0.0,10,3831570.21,0.13569469181287566
ACC02818,R28,Logistics,458,3004187.08,0.924,0.50–0.99,4,Active,0.6666666666666666,-3.3333333333333335,15,1615638.69,0.13870839349309028
ACC02819,R41,Technology,739,5565596.95,1.0219,1.00–1.49,10,Active,1.0,3.3333333333333335,5,5132779.69,0.08612437619179777
ACC02820,R39,Healthcare,66,793157.21,1.1107,1.00–1.49,7,Active,0.6666666666666666,8.333333333333334,5,480145.05,0.28080426888559323
ACC02821,R20,Manufacturing,166,904066.39,0.3882,0.15–0.49,7,Active,1.0,5.0,10,268962.72,0.43867076982515046
ACC02822,R18,Healthcare,741,4449972.33,1.662,1.50–2.49,11,Active,1.0,-1.6666666666666667,-5,11411856.05,0.10580704005805391
ACC02823,R01,Professional services,241,1440965.51,0.7252,0.50–0.99,9,Active,1.0,5.0,-5,901492.36,0.15102215245177225
ACC02824,R47,Manufacturing,166,1248466.2,0.6037,0.50–0.99,12,Active,1.0,0.0,-5,437487.83,0.17373286179157799
ACC02825,R46,Professional services,62,418862.89,0.5974,0.50–0.99,11,Active,1.0,-3.3333333333333335,10,295073.86000000004,0.5014738582086794
ACC02826,R43,Technology,320,1568931.15,0.313,0.15–0.49,2,Active,0.6666666666666666,13.333333333333334,15,436977.08,0.12913313552556022
ACC02827,R04,Technology,309,2091358.44,0.4337,0.15–0.49,6,Active,1.0,8.333333333333334,10,567685.86,0.15106973314900762
ACC02828,R01,Manufacturing,444,2522631.19,2.3756,1.50–2.49,7,Active,1.0,5.0,10,6034692.25,0.09874806579036675
ACC02829,R47,Manufacturing,683,3016079.15,0.1557,0.15–0.49,4,Active,0.6666666666666666,-3.3333333333333335,-15,934041.26,0.12634696126703576
ACC02830,R42,Technology,62,486014.6,0.1538,0.15–0.49,10,Active,0.6666666666666666,0.0,-5,97762.02,0.5970745652898117
ACC02831,R14,Healthcare,979,6523901.69,0.5929,0.50–0.99,4,Active,0.6666666666666666,3.3333333333333335,-10,2986691.86,0.08489362361128158
ACC02832,R20,Hospitality,251,1528623.62,0.4212,0.15–0.49,3,Active,0.3333333333333333,10.0,10,239836.56,0.16733904589755438
ACC02833,R37,Retail,592,4040610.73,0.2984,0.15–0.49,1,Active,0.6666666666666666,6.666666666666667,10,896864.62,0.12721894544159779
ACC02834,R39,Retail,203,1100097.42,0.4745,0.15–0.49,2,Active,0.6666666666666666,5.0,5,254489.41,0.25775256711061034
ACC02835,R30,Healthcare,639,4054329.36,0.9241,0.50–0.99,4,Active,1.0,11.666666666666666,0,1971557.3,0.09627441220394403
ACC02836,R30,Logistics,694,3704935.31,0.7096,0.50–0.99,3,Active,0.6666666666666666,6.666666666666667,0,2596921.13,0.196466736530569
ACC02837,R28,Healthcare,518,3391093.95,0.7403,0.50–0.99,4,Active,0.3333333333333333,-1.6666666666666667,-15,1754446.46,0.12588895148520132
ACC02838,R37,Financial services,139,901994.32,1.2155,1.00–1.49,5,Active,1.0,3.3333333333333335,0,1026978.37,0.16172918998225144
ACC02839,R37,Retail,174,944762.7,0.4819,0.15–0.49,2,Active,0.0,8.333333333333334,10,230665.4,0.25796368458395386
ACC02840,R32,Manufacturing,133,952148.77,0.9698,0.50–0.99,3,Active,1.0,10.0,5,413114.45,0.22000982999841218
ACC02841,R14,Logistics,240,1492336.72,0.7107,0.50–0.99,5,Active,1.0,11.666666666666666,5,937396.78,0.1578763607375038
ACC02842,R07,Logistics,324,2321819.66,0.3099,0.15–0.49,9,Active,0.6666666666666666,1.6666666666666667,-5,529631.94,0.1831749016586379
ACC02843,R05,Retail,238,1390182.85,0.429,0.15–0.49,12,Active,1.0,8.333333333333334,10,426270.89999999997,0.4145195324017731
ACC02844,R05,Retail,162,1184794.53,2.0903,1.50–2.49,9,Active,1.0,3.3333333333333335,10,2159822.95,0.21075696783969192
ACC02845,R44,Healthcare,103,534367.06,0.9598,0.50–0.99,7,Active,1.0,0.0,0,310517.98,0.22459699300196717
ACC02846,R13,Logistics,166,1204423.02,0.5542,0.50–0.99,6,Active,1.0,1.6666666666666667,-10,617782.87,0.2947440863633923
ACC02847,R46,Technology,564,3705078.49,1.0767,1.00–1.49,3,Active,1.0,-1.6666666666666667,0,3825065.31,0.08198877808974417
ACC02848,R38,Manufacturing,122,734596.15,0.1716,0.15–0.49,3,Active,0.3333333333333333,11.666666666666666,10,187924.74,0.2234546300043277
ACC02849,R33,Healthcare,62,342325.94,0.3965,0.15–0.49,11,Active,0.6666666666666666,1.6666666666666667,5,126681.92,0.28744138889138976
ACC02850,R31,Healthcare,118,1004799.11,0.5564,0.50–0.99,3,Active,1.0,-1.6666666666666667,0,370457.68,0.19803527531748133
ACC02851,R28,Professional services,703,4042279.6,0.6873,0.50–0.99,8,Active,1.0,3.3333333333333335,10,2501660.12,0.09247466067348704
ACC02852,R07,Healthcare,679,5815075.2,2.1571,1.50–2.49,11,Active,1.0,18.333333333333332,20,8899520.32,0.08277165197703173
ACC02853,R34,Healthcare,756,5938304.68,0.2769,0.15–0.49,4,Active,0.6666666666666666,8.333333333333334,5,1364601.65,0.12659708448643892
ACC02854,R43,Logistics,522,3564153.92,0.4105,0.15–0.49,3,Active,0.6666666666666666,3.3333333333333335,25,838877.78,0.14429120743618104
ACC02855,R37,Hospitality,93,604452.52,0.7609,0.50–0.99,8,Active,1.0,3.3333333333333335,15,226153.72999999998,0.400566606622737
ACC02856,R11,Manufacturing,181,1090149.9,0.2711,0.15–0.49,11,Active,1.0,3.3333333333333335,10,443593.2,0.29274162620049954
ACC02857,R14,Manufacturing,215,1580074.96,0.5708,0.50–0.99,3,Active,0.6666666666666666,8.333333333333334,10,707613.55,0.1671820621125353
ACC02858,R19,Manufacturing,127,722124.5,0.1572,0.15–0.49,10,Active,0.6666666666666666,5.0,-5,135194.2,0.31073556678564523
ACC02859,R16,Professional services,233,1385753.62,0.623,0.50–0.99,1,Active,0.6666666666666666,10.0,10,1117944.03,0.1857618765439594
ACC02860,R01,Manufacturing,259,1730386.81,0.4047,0.15–0.49,5,Active,0.6666666666666666,8.333333333333334,15,535982.28,0.20970332003527103
ACC02861,R29,Retail,210,1164422.43,0.5557,0.50–0.99,6,Active,1.0,0.0,5,502645.11,0.17110897269049663
ACC02862,R09,Professional services,178,1026025.65,0.9479,0.50–0.99,11,Active,1.0,10.0,25,695720.88,0.21021672023133847
ACC02863,R20,Logistics,337,2111108.28,0.7647,0.50–0.99,7,Active,0.6666666666666666,3.3333333333333335,5,1216662.19,0.1497403277642842
ACC02864,R42,Technology,463,2311203.05,0.2043,0.15–0.49,5,Active,0.6666666666666666,13.333333333333334,15,630466.59,0.12496655945118533
ACC02865,R24,Technology,266,1612401.26,0.7151,0.50–0.99,6,Active,0.6666666666666666,6.666666666666667,-5,1029956.2999999999,0.15956332336266105
ACC02866,R21,Manufacturing,141,1072956.6,0.7258,0.50–0.99,1,Active,1.0,6.666666666666667,25,590617.05,0.23750291780808644
ACC02867,R31,Technology,431,2973565.4,0.4664,0.15–0.49,9,Active,0.6666666666666666,10.0,5,540478.94,0.13715980433410072
ACC02868,R12,Healthcare,141,740833.57,0.7228,0.50–0.99,1,Active,1.0,1.6666666666666667,5,391943.24,0.20303294826384313
ACC02869,R24,Retail,264,1980016.95,0.2827,0.15–0.49,8,Active,1.0,1.6666666666666667,10,388455.67,0.16198942861929908
ACC02870,R47,Hospitality,385,2223494.82,0.4517,0.15–0.49,6,Active,1.0,-3.3333333333333335,0,498708.58,0.15238896337149613
ACC02871,R35,Healthcare,143,890833.6,2.0565,1.50–2.49,5,Active,1.0,5.0,-10,1826035.43,0.16316859818814275
ACC02872,R02,Retail,62,437234.81,0.4005,0.15–0.49,1,Active,0.6666666666666666,13.333333333333334,10,87915.88,0.3433138567891653
ACC02873,R46,Financial services,75,473596.08,0.4188,0.15–0.49,2,Active,1.0,8.333333333333334,15,123914.15,0.26220630528419964
