quote_id,account_id,year,offered_rate_change_pct,renewed,premium,risk_score_at_quote,rating_region,industry,covered_lives_2025,annual_premium_2025,risk_score_2025,risk_band,renewal_month,medical_cost_inflation_pct,utilization_trend_pct,unemployment_rate_pct,paid_claims,allowed_claims,claim_count,unique_members,claim_severity,median_claim,p90_claim,max_claim,provider_count,mlr,claims_per_life,paid_per_life,claims_premium_gap,loss_making
Q202403011,ACC03011,2024,-5,1,349433.4,1.3116,R03,Financial services,73,398274.61,1.3007,1.00–1.49,12,5.407,1.647,2.321,,,,,,,,,,,,,,False
Q202403012,ACC03012,2024,20,0,3034949.72,0.4234,R30,Technology,511,2742279.5,0.4169,0.15–0.49,11,4.641,2.022,4.008,,,,,,,,,,,,,,False
Q202403013,ACC03013,2024,10,1,2865211.26,1.2707,R38,Manufacturing,369,2616073.68,1.2981,1.00–1.49,12,4.615,1.911,3.447,,,,,,,,,,,,,,False
Q202403014,ACC03014,2024,10,1,1947968.32,0.4463,R25,Hospitality,292,1845521.94,0.5177,0.50–0.99,2,6.222,2.801,3.593,,,,,,,,,,,,,,False
Q202403015,ACC03015,2024,25,1,1105721.22,0.9006,R15,Retail,193,886900.16,0.8554,0.50–0.99,6,4.854,2.171,3.566,,,,,,,,,,,,,,False
Q202403016,ACC03016,2024,0,1,2317600.95,0.5245,R11,Retail,323,2379460.31,0.5328,0.50–0.99,2,5.053,2.145,2.941,,,,,,,,,,,,,,False
Q202403017,ACC03017,2024,5,1,1212161.33,2.3312,R26,Financial services,127,1265942.05,2.3323,1.50–2.49,10,4.779,2.786,3.729,,,,,,,,,,,,,,False
Q202403018,ACC03018,2024,10,1,2976360.41,0.3865,R30,Manufacturing,429,2943832.89,0.336,0.15–0.49,2,4.641,2.022,4.008,,,,,,,,,,,,,,False
Q202403019,ACC03019,2024,10,0,1078657.93,0.2056,R30,Retail,195,969997.8,0.1847,0.15–0.49,2,4.641,2.022,4.008,,,,,,,,,,,,,,False
Q202403020,ACC03020,2024,0,1,688069.23,0.7634,R47,Financial services,135,698308.02,0.7883,0.50–0.99,5,4.548,2.639,3.086,,,,,,,,,,,,,,False
Q202403021,ACC03021,2024,5,1,1403378.3,0.2359,R25,Hospitality,210,1302559.67,0.1905,0.15–0.49,11,6.222,2.801,3.593,,,,,,,,,,,,,,False
Q202403022,ACC03022,2024,0,1,2445524.6,0.4304,R36,Hospitality,442,2409100.03,0.5479,0.50–0.99,11,4.987,2.305,3.653,,,,,,,,,,,,,,False
Q202403023,ACC03023,2024,10,1,1242238.33,1.7768,R09,Financial services,148,1143598.9,1.8277,1.50–2.49,9,4.771,2.822,3.978,,,,,,,,,,,,,,False
Q202403024,ACC03024,2024,5,1,3421894.27,0.1675,R21,Technology,469,3474617.54,0.1796,0.15–0.49,3,5.17,1.359,1.094,,,,,,,,,,,,,,False
Q202403025,ACC03025,2024,10,1,4954838.24,0.4741,R23,Manufacturing,843,4640873.34,0.4821,0.15–0.49,7,5.545,1.564,4.256,,,,,,,,,,,,,,False
Q202403026,ACC03026,2024,0,1,2299967.19,0.525,R11,Retail,317,2488838.14,0.5045,0.50–0.99,6,5.053,2.145,2.941,,,,,,,,,,,,,,False
Q202403027,ACC03027,2024,0,1,960829.78,0.9352,R48,Professional services,137,1005793.91,0.8143,0.50–0.99,11,5.715,2.663,3.29,,,,,,,,,,,,,,False
Q202403028,ACC03028,2024,5,1,2867119.62,1.0372,R41,Manufacturing,413,2996130.49,1.0301,1.00–1.49,1,4.131,2.955,1.689,,,,,,,,,,,,,,False
Q202403029,ACC03029,2024,10,1,1649898.69,0.9615,R38,Logistics,235,1601814.01,0.9174,0.50–0.99,5,4.615,1.911,3.447,,,,,,,,,,,,,,False
Q202403030,ACC03030,2024,0,0,1127669.59,0.8285,R27,Logistics,215,1166499.76,0.8659,0.50–0.99,11,5.463,2.876,4.027,,,,,,,,,,,,,,False
Q202403031,ACC03031,2024,0,1,3184296.05,0.3597,R44,Healthcare,481,3348758.85,0.3147,0.15–0.49,4,4.979,1.871,2.951,,,,,,,,,,,,,,False
Q202403032,ACC03032,2024,15,1,2667164.33,0.8086,R22,Retail,365,2398680.23,0.7826,0.50–0.99,11,5.72,2.604,4.427,,,,,,,,,,,,,,False
Q202403033,ACC03033,2024,20,1,1899391.54,0.5238,R19,Hospitality,226,1558479.01,0.5059,0.50–0.99,10,5.631,2.439,3.296,,,,,,,,,,,,,,False
Q202403034,ACC03034,2024,25,1,5331380.28,1.0676,R42,Manufacturing,525,4349351.43,1.0643,1.00–1.49,10,5.052,2.497,2.601,,,,,,,,,,,,,,False
Q202403035,ACC03035,2024,25,1,1583119.41,1.3173,R29,Financial services,192,1244705.29,1.3853,1.00–1.49,3,5.97,2.497,3.249,,,,,,,,,,,,,,False
Q202403036,ACC03036,2024,15,0,1198400.47,0.1952,R03,Professional services,204,1096191.15,0.2002,0.15–0.49,3,5.407,1.647,2.321,,,,,,,,,,,,,,False
Q202403037,ACC03037,2024,5,1,1185006.53,0.9644,R07,Retail,191,1206764.65,1.0482,1.00–1.49,1,4.009,1.572,2.912,,,,,,,,,,,,,,False
Q202403038,ACC03038,2024,5,1,645419.59,0.4988,R40,Professional services,87,650827.89,0.439,0.15–0.49,9,3.866,2.669,2.746,,,,,,,,,,,,,,False
Q202403039,ACC03039,2024,10,0,874059.83,1.1271,R42,Manufacturing,115,864453.26,1.1165,1.00–1.49,12,5.052,2.497,2.601,,,,,,,,,,,,,,False
Q202403040,ACC03040,2024,-5,1,1955393.2,1.17,R30,Technology,285,2053543.99,1.1577,1.00–1.49,8,4.641,2.022,4.008,,,,,,,,,,,,,,False
Q202403041,ACC03041,2024,15,1,6575515.46,1.2375,R22,Retail,802,5654768.9,1.2258,1.00–1.49,2,5.72,2.604,4.427,,,,,,,,,,,,,,False
Q202403042,ACC03042,2024,-15,1,614264.22,1.193,R09,Financial services,115,715751.28,1.2566,1.00–1.49,8,4.771,2.822,3.978,,,,,,,,,,,,,,False
Q202403043,ACC03043,2024,20,1,1190353.83,1.6178,R07,Technology,208,1084941.12,1.6465,1.50–2.49,8,4.009,1.572,2.912,,,,,,,,,,,,,,False
Q202403044,ACC03044,2024,0,1,302072.34,0.6432,R13,Professional services,62,315193.84,0.7428,0.50–0.99,5,4.439,2.773,2.464,,,,,,,,,,,,,,False
Q202403045,ACC03045,2024,0,0,2487073.37,1.3095,R32,Retail,317,2519649.57,1.4096,1.00–1.49,2,5.415,2.071,4.777,,,,,,,,,,,,,,False
Q202403046,ACC03046,2024,5,1,3992788.96,4.193,R38,Technology,344,3701129.62,4.1595,2.50–5.00,4,4.615,1.911,3.447,,,,,,,,,,,,,,False
Q202403047,ACC03047,2024,25,1,472186.96,1.2234,R26,Retail,62,395441.99,1.1961,1.00–1.49,12,4.779,2.786,3.729,,,,,,,,,,,,,,False
Q202403048,ACC03048,2024,0,1,1162196.75,0.9388,R20,Professional services,208,1186337.92,0.9403,0.50–0.99,8,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403049,ACC03049,2024,25,1,581994.27,0.9684,R36,Manufacturing,82,508462.84,0.878,0.50–0.99,8,4.987,2.305,3.653,,,,,,,,,,,,,,False
Q202403050,ACC03050,2024,5,1,2733405.37,0.5445,R41,Logistics,338,2549224.61,0.5298,0.50–0.99,11,4.131,2.955,1.689,,,,,,,,,,,,,,False
Q202403051,ACC03051,2024,5,1,1718031.39,0.3449,R41,Technology,249,1745559.99,0.3934,0.15–0.49,6,4.131,2.955,1.689,,,,,,,,,,,,,,False
Q202403052,ACC03052,2024,-5,1,458911.68,0.7574,R41,Logistics,81,518214.43,0.7836,0.50–0.99,2,4.131,2.955,1.689,,,,,,,,,,,,,,False
Q202403053,ACC03053,2024,15,1,2081318.32,0.6309,R21,Hospitality,300,1806460.66,0.6532,0.50–0.99,6,5.17,1.359,1.094,,,,,,,,,,,,,,False
Q202403054,ACC03054,2024,15,1,5492344.16,0.5617,R02,Financial services,900,4781728.62,0.5086,0.50–0.99,7,5.177,2.786,4.005,,,,,,,,,,,,,,False
Q202403055,ACC03055,2024,10,0,6909963.2,0.963,R16,Logistics,941,6192733.59,0.975,0.50–0.99,2,5.281,2.279,2.881,,,,,,,,,,,,,,False
Q202403056,ACC03056,2024,20,1,2276851.22,0.8142,R20,Technology,308,1922687.02,0.8705,0.50–0.99,4,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403057,ACC03057,2024,20,1,6512347.27,0.9006,R15,Hospitality,1025,5327178.74,0.8784,0.50–0.99,8,4.854,2.171,3.566,,,,,,,,,,,,,,False
Q202403058,ACC03058,2024,10,1,11266979.97,1.0183,R13,Retail,1455,10185748.5,0.9863,0.50–0.99,9,4.439,2.773,2.464,,,,,,,,,,,,,,False
Q202403059,ACC03059,2024,0,1,3467305.78,0.809,R36,Logistics,573,3540109.84,0.8328,0.50–0.99,7,4.987,2.305,3.653,,,,,,,,,,,,,,False
Q202403060,ACC03060,2024,10,1,1618073.19,1.4915,R21,Healthcare,230,1571016.08,1.5769,1.50–2.49,9,5.17,1.359,1.094,,,,,,,,,,,,,,False
Q202403061,ACC03061,2024,-5,1,433880.15,0.8726,R08,Technology,79,445532.26,0.8514,0.50–0.99,12,5.938,2.057,3.406,,,,,,,,,,,,,,False
Q202403062,ACC03062,2024,15,0,1540359.24,0.434,R29,Retail,161,1363014.02,0.5144,0.50–0.99,2,5.97,2.497,3.249,,,,,,,,,,,,,,False
Q202403063,ACC03063,2024,25,0,2792092.26,1.1687,R12,Retail,377,2417686.54,1.2047,1.00–1.49,4,4.14,1.914,4.466,,,,,,,,,,,,,,False
Q202403064,ACC03064,2024,0,1,3812827.26,0.5975,R46,Logistics,478,3943489.99,0.5911,0.50–0.99,8,4.609,2.38,3.928,,,,,,,,,,,,,,False
Q202403065,ACC03065,2024,5,1,6763404.12,1.5809,R19,Technology,785,6593289.69,1.6449,1.50–2.49,12,5.631,2.439,3.296,,,,,,,,,,,,,,False
Q202403066,ACC03066,2024,15,1,691962.02,0.9201,R33,Manufacturing,90,650736.02,0.9222,0.50–0.99,5,4.692,1.788,3.816,,,,,,,,,,,,,,False
Q202403067,ACC03067,2024,10,1,1176347.99,4.6947,R42,Hospitality,142,1043481.97,4.7514,2.50–5.00,6,5.052,2.497,2.601,,,,,,,,,,,,,,False
Q202403068,ACC03068,2024,15,0,833217.63,0.7372,R17,Financial services,110,750723.02,0.755,0.50–0.99,7,5.299,2.433,4.216,,,,,,,,,,,,,,False
Q202403069,ACC03069,2024,15,1,531310.75,3.3396,R32,Professional services,62,465793.8,3.3151,2.50–5.00,3,5.415,2.071,4.777,,,,,,,,,,,,,,False
Q202403070,ACC03070,2024,15,0,1396368.63,0.732,R32,Healthcare,205,1191138.21,0.7055,0.50–0.99,6,5.415,2.071,4.777,,,,,,,,,,,,,,False
Q202403071,ACC03071,2024,0,1,2009358.61,4.0184,R10,Retail,327,1989539.77,4.0015,2.50–5.00,9,5.3,1.467,4.834,,,,,,,,,,,,,,False
Q202403072,ACC03072,2024,20,0,6524414.31,0.5461,R08,Logistics,927,5279980.03,0.5589,0.50–0.99,7,5.938,2.057,3.406,,,,,,,,,,,,,,False
Q202403073,ACC03073,2024,5,0,2077391.95,0.1806,R47,Professional services,393,2072723.33,0.1808,0.15–0.49,1,4.548,2.639,3.086,,,,,,,,,,,,,,False
Q202403074,ACC03074,2024,0,0,4125416.82,0.2425,R18,Logistics,678,4370496.53,0.2211,0.15–0.49,10,5.595,2.148,3.472,,,,,,,,,,,,,,False
Q202403075,ACC03075,2024,20,0,3636097.5,1.3921,R27,Healthcare,417,2953621.48,1.406,1.00–1.49,5,5.463,2.876,4.027,,,,,,,,,,,,,,False
Q202403076,ACC03076,2024,5,1,7168064.17,0.8344,R26,Professional services,1048,6662034.64,0.8266,0.50–0.99,9,4.779,2.786,3.729,,,,,,,,,,,,,,False
Q202403077,ACC03077,2024,-5,1,2404585.72,2.2568,R06,Financial services,296,2559997.0,2.2801,1.50–2.49,7,4.886,0.854,5.27,,,,,,,,,,,,,,False
Q202403078,ACC03078,2024,10,1,1966159.7,1.1697,R24,Healthcare,234,1863251.85,1.1713,1.00–1.49,9,4.561,2.571,3.695,,,,,,,,,,,,,,False
Q202403079,ACC03079,2024,0,1,1282057.17,0.3817,R31,Healthcare,275,1294747.73,0.4241,0.15–0.49,10,5.456,3.507,2.471,,,,,,,,,,,,,,False
Q202403080,ACC03080,2024,0,1,453174.2,1.014,R03,Financial services,90,444915.1,0.9802,0.50–0.99,9,5.407,1.647,2.321,,,,,,,,,,,,,,False
Q202403081,ACC03081,2024,0,1,1687265.72,2.2699,R31,Logistics,254,1675966.52,2.2324,1.50–2.49,1,5.456,3.507,2.471,,,,,,,,,,,,,,False
Q202403082,ACC03082,2024,10,1,1338863.59,0.8876,R21,Professional services,243,1234964.22,0.9206,0.50–0.99,3,5.17,1.359,1.094,,,,,,,,,,,,,,False
Q202403083,ACC03083,2024,-10,1,1991903.57,2.3295,R20,Healthcare,439,2362523.53,2.3955,1.50–2.49,1,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403084,ACC03084,2024,-5,1,874942.67,0.5494,R29,Technology,146,916298.34,0.6256,0.50–0.99,2,5.97,2.497,3.249,,,,,,,,,,,,,,False
Q202403085,ACC03085,2024,10,1,693930.03,1.2649,R26,Logistics,113,639598.33,1.2579,1.00–1.49,3,4.779,2.786,3.729,,,,,,,,,,,,,,False
Q202403086,ACC03086,2024,0,1,3031534.62,1.2363,R32,Technology,372,3099579.12,1.3343,1.00–1.49,11,5.415,2.071,4.777,,,,,,,,,,,,,,False
Q202403087,ACC03087,2024,-10,1,1027494.93,0.8607,R06,Retail,212,1161405.22,0.8689,0.50–0.99,12,4.886,0.854,5.27,,,,,,,,,,,,,,False
Q202403088,ACC03088,2024,15,1,887696.81,1.8144,R39,Logistics,106,822799.68,1.8565,1.50–2.49,5,4.493,2.278,3.101,,,,,,,,,,,,,,False
Q202403089,ACC03089,2024,0,1,1834865.34,1.9947,R30,Hospitality,203,1848646.29,1.9339,1.50–2.49,11,4.641,2.022,4.008,,,,,,,,,,,,,,False
Q202403090,ACC03090,2024,25,1,1859341.89,0.9421,R31,Manufacturing,170,1535486.05,0.8493,0.50–0.99,2,5.456,3.507,2.471,,,,,,,,,,,,,,False
Q202403091,ACC03091,2024,15,1,1400980.73,3.3975,R06,Retail,164,1318143.8,3.4392,2.50–5.00,5,4.886,0.854,5.27,,,,,,,,,,,,,,False
Q202403092,ACC03092,2024,0,1,1535854.73,0.5086,R14,Professional services,235,1545622.5,0.5066,0.50–0.99,2,5.066,1.667,4.383,,,,,,,,,,,,,,False
Q202403093,ACC03093,2024,10,1,1893846.87,0.6513,R05,Hospitality,264,1671892.01,0.6542,0.50–0.99,9,4.233,2.671,3.895,,,,,,,,,,,,,,False
Q202403094,ACC03094,2024,20,1,1212982.04,0.6923,R04,Healthcare,135,1059731.51,0.6607,0.50–0.99,9,5.839,2.237,2.776,,,,,,,,,,,,,,False
Q202403095,ACC03095,2024,15,1,501343.66,0.6876,R06,Professional services,62,423797.72,0.7465,0.50–0.99,6,4.886,0.854,5.27,,,,,,,,,,,,,,False
Q202403096,ACC03096,2024,5,1,6952911.32,0.4929,R33,Technology,1014,6838705.23,0.503,0.50–0.99,12,4.692,1.788,3.816,,,,,,,,,,,,,,False
Q202403097,ACC03097,2024,-5,1,1104464.12,1.1852,R20,Healthcare,176,1198753.21,1.1645,1.00–1.49,9,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403098,ACC03098,2024,5,1,2856141.98,0.3849,R12,Healthcare,504,2763752.06,0.4084,0.15–0.49,2,4.14,1.914,4.466,,,,,,,,,,,,,,False
Q202403099,ACC03099,2024,10,1,405182.2,1.1984,R07,Manufacturing,62,360077.07,1.1998,1.00–1.49,2,4.009,1.572,2.912,,,,,,,,,,,,,,False
Q202403100,ACC03100,2024,0,1,1259122.65,0.6997,R38,Healthcare,199,1316742.21,0.6789,0.50–0.99,2,4.615,1.911,3.447,,,,,,,,,,,,,,False
Q202403101,ACC03101,2024,10,1,2084320.53,1.2607,R29,Technology,246,1853613.01,1.2039,1.00–1.49,5,5.97,2.497,3.249,,,,,,,,,,,,,,False
Q202403102,ACC03102,2024,5,1,1445226.94,0.7805,R29,Financial services,233,1355744.59,0.8822,0.50–0.99,11,5.97,2.497,3.249,,,,,,,,,,,,,,False
Q202403103,ACC03103,2024,5,0,5973647.49,0.727,R46,Logistics,665,5954142.91,0.8459,0.50–0.99,5,4.609,2.38,3.928,,,,,,,,,,,,,,False
Q202403104,ACC03104,2024,0,1,5186081.87,1.1021,R32,Retail,631,5409277.52,1.0132,1.00–1.49,2,5.415,2.071,4.777,,,,,,,,,,,,,,False
Q202403105,ACC03105,2024,10,1,2219450.8,2.4282,R19,Healthcare,351,2210925.88,2.3713,1.50–2.49,7,5.631,2.439,3.296,,,,,,,,,,,,,,False
Q202403106,ACC03106,2024,0,0,973353.95,0.6487,R20,Technology,174,976124.83,0.63,0.50–0.99,8,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403107,ACC03107,2024,0,1,2863886.25,0.7875,R02,Retail,509,3001993.39,0.8128,0.50–0.99,10,5.177,2.786,4.005,,,,,,,,,,,,,,False
Q202403108,ACC03108,2024,-5,1,1586263.98,0.7579,R18,Manufacturing,250,1710469.75,0.7246,0.50–0.99,9,5.595,2.148,3.472,,,,,,,,,,,,,,False
Q202403109,ACC03109,2024,10,1,1455742.26,1.5475,R44,Manufacturing,169,1286725.21,1.554,1.50–2.49,10,4.979,1.871,2.951,,,,,,,,,,,,,,False
Q202403110,ACC03110,2024,-15,1,4410532.6,0.5477,R09,Manufacturing,776,5378224.24,0.563,0.50–0.99,1,4.771,2.822,3.978,,,,,,,,,,,,,,False
Q202403111,ACC03111,2024,-5,1,2402020.08,0.3218,R47,Financial services,431,2764108.06,0.3009,0.15–0.49,3,4.548,2.639,3.086,,,,,,,,,,,,,,False
Q202403112,ACC03112,2024,0,1,1203113.83,1.9357,R23,Healthcare,150,1291836.26,1.8213,1.50–2.49,11,5.545,1.564,4.256,,,,,,,,,,,,,,False
Q202403113,ACC03113,2024,15,1,3685172.46,1.6352,R05,Manufacturing,440,3379766.33,1.6469,1.50–2.49,6,4.233,2.671,3.895,,,,,,,,,,,,,,False
Q202403114,ACC03114,2024,15,0,3472474.88,0.565,R06,Manufacturing,366,2940256.15,0.5502,0.50–0.99,1,4.886,0.854,5.27,,,,,,,,,,,,,,False
Q202403115,ACC03115,2024,5,0,890403.72,0.98,R07,Logistics,165,915918.9,0.9596,0.50–0.99,2,4.009,1.572,2.912,,,,,,,,,,,,,,False
Q202403116,ACC03116,2024,10,0,2397289.28,0.8406,R13,Hospitality,326,2367331.91,0.8035,0.50–0.99,11,4.439,2.773,2.464,,,,,,,,,,,,,,False
Q202403117,ACC03117,2024,0,1,804146.76,0.9488,R39,Healthcare,160,830336.54,0.9601,0.50–0.99,1,4.493,2.278,3.101,,,,,,,,,,,,,,False
Q202403118,ACC03118,2024,5,1,1772997.49,0.9737,R16,Financial services,260,1761906.5,0.9557,0.50–0.99,9,5.281,2.279,2.881,,,,,,,,,,,,,,False
Q202403119,ACC03119,2024,-5,0,1010114.76,0.9167,R47,Technology,170,1137673.79,0.9326,0.50–0.99,4,4.548,2.639,3.086,,,,,,,,,,,,,,False
Q202403120,ACC03120,2024,-5,1,2813036.41,0.8469,R44,Retail,574,3100068.23,0.7219,0.50–0.99,12,4.979,1.871,2.951,,,,,,,,,,,,,,False
Q202403121,ACC03121,2024,20,0,1529789.62,1.1851,R36,Manufacturing,117,1255167.99,1.2422,1.00–1.49,7,4.987,2.305,3.653,,,,,,,,,,,,,,False
Q202403122,ACC03122,2024,10,1,2473239.26,1.0196,R20,Healthcare,382,2363745.21,1.0905,1.00–1.49,3,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403123,ACC03123,2024,-10,1,7180123.72,0.9499,R46,Retail,1167,8672605.2,0.9821,0.50–0.99,10,4.609,2.38,3.928,,,,,,,,,,,,,,False
Q202403124,ACC03124,2024,0,1,695774.81,0.3765,R12,Manufacturing,105,736649.27,0.373,0.15–0.49,3,4.14,1.914,4.466,,,,,,,,,,,,,,False
Q202403125,ACC03125,2024,0,1,1428839.3,1.5127,R23,Healthcare,143,1510450.2,1.5369,1.50–2.49,5,5.545,1.564,4.256,,,,,,,,,,,,,,False
Q202403126,ACC03126,2024,20,1,1118913.24,4.4442,R34,Manufacturing,116,987825.89,4.4704,2.50–5.00,10,3.916,2.221,3.134,,,,,,,,,,,,,,False
Q202403127,ACC03127,2024,10,1,6360717.55,2.7869,R06,Manufacturing,741,5765214.54,2.8189,2.50–5.00,1,4.886,0.854,5.27,,,,,,,,,,,,,,False
Q202403128,ACC03128,2024,0,1,1136923.49,1.0022,R25,Healthcare,187,1107409.82,1.0635,1.00–1.49,5,6.222,2.801,3.593,,,,,,,,,,,,,,False
Q202403129,ACC03129,2024,5,1,3268068.0,0.5604,R09,Hospitality,528,3305523.13,0.5762,0.50–0.99,11,4.771,2.822,3.978,,,,,,,,,,,,,,False
Q202403130,ACC03130,2024,5,1,816365.46,2.3528,R36,Logistics,109,823992.95,2.2578,1.50–2.49,11,4.987,2.305,3.653,,,,,,,,,,,,,,False
Q202403131,ACC03131,2024,25,0,1036865.43,0.3897,R35,Logistics,182,852545.72,0.4183,0.15–0.49,11,4.027,2.22,2.588,,,,,,,,,,,,,,False
Q202403132,ACC03132,2024,20,1,6247751.14,1.4653,R45,Manufacturing,630,5205690.62,1.4871,1.00–1.49,10,4.559,2.217,4.342,,,,,,,,,,,,,,False
Q202403133,ACC03133,2024,5,0,1479385.53,0.5014,R23,Manufacturing,208,1429335.72,0.5195,0.50–0.99,12,5.545,1.564,4.256,,,,,,,,,,,,,,False
Q202403134,ACC03134,2024,-10,1,2030285.78,4.5431,R47,Retail,256,2426859.0,4.5796,2.50–5.00,8,4.548,2.639,3.086,,,,,,,,,,,,,,False
Q202403135,ACC03135,2024,20,1,2745128.88,2.2274,R02,Professional services,294,2457120.25,2.2687,1.50–2.49,3,5.177,2.786,4.005,,,,,,,,,,,,,,False
Q202403136,ACC03136,2024,5,1,707491.8,0.6593,R40,Manufacturing,93,692192.4,0.7026,0.50–0.99,6,3.866,2.669,2.746,,,,,,,,,,,,,,False
Q202403137,ACC03137,2024,10,1,2881205.25,0.7911,R07,Healthcare,401,2621776.79,0.7849,0.50–0.99,11,4.009,1.572,2.912,,,,,,,,,,,,,,False
Q202403138,ACC03138,2024,5,1,1499348.07,1.1728,R15,Logistics,236,1400705.22,1.1338,1.00–1.49,7,4.854,2.171,3.566,,,,,,,,,,,,,,False
Q202403139,ACC03139,2024,10,1,3347722.49,0.5727,R25,Logistics,525,3139424.42,0.5554,0.50–0.99,5,6.222,2.801,3.593,,,,,,,,,,,,,,False
Q202403140,ACC03140,2024,25,1,3325802.44,0.8834,R29,Financial services,342,2625598.5,0.9006,0.50–0.99,7,5.97,2.497,3.249,,,,,,,,,,,,,,False
Q202403141,ACC03141,2024,10,1,1127886.01,0.788,R23,Healthcare,178,1040261.86,0.8863,0.50–0.99,11,5.545,1.564,4.256,,,,,,,,,,,,,,False
Q202403142,ACC03142,2024,15,1,1726807.82,4.669,R12,Hospitality,161,1554383.99,4.7175,2.50–5.00,3,4.14,1.914,4.466,,,,,,,,,,,,,,False
Q202403143,ACC03143,2024,15,0,481293.85,0.9805,R22,Technology,63,425973.78,0.8819,0.50–0.99,11,5.72,2.604,4.427,,,,,,,,,,,,,,False
Q202403144,ACC03144,2024,5,1,971163.46,0.8903,R24,Manufacturing,155,908341.65,0.9507,0.50–0.99,8,4.561,2.571,3.695,,,,,,,,,,,,,,False
Q202403145,ACC03145,2024,15,1,1177213.2,1.3199,R04,Logistics,150,1050598.3,1.2804,1.00–1.49,3,5.839,2.237,2.776,,,,,,,,,,,,,,False
Q202403146,ACC03146,2024,15,1,604646.7,0.6183,R20,Healthcare,70,539071.54,0.6835,0.50–0.99,8,4.988,2.166,3.08,,,,,,,,,,,,,,False
Q202403147,ACC03147,2024,5,1,1530099.62,1.955,R11,Manufacturing,189,1418841.87,2.0325,1.50–2.49,2,5.053,2.145,2.941,,,,,,,,,,,,,,False
Q202403148,ACC03148,2024,5,1,470454.65,1.171,R01,Financial services,70,464274.58,1.2238,1.00–1.49,6,4.452,2.297,5.089,,,,,,,,,,,,,,False
Q202403149,ACC03149,2024,5,1,1631986.17,0.6409,R23,Retail,279,1531089.66,0.6369,0.50–0.99,5,5.545,1.564,4.256,,,,,,,,,,,,,,False
Q202403150,ACC03150,2024,-15,1,289650.44,0.7965,R44,Hospitality,62,369511.9,0.6753,0.50–0.99,9,4.979,1.871,2.951,,,,,,,,,,,,,,False
Q202403151,ACC03151,2024,5,1,1434944.79,0.5114,R19,Technology,191,1411559.45,0.4637,0.15–0.49,12,5.631,2.439,3.296,,,,,,,,,,,,,,False
Q202403152,ACC03152,2024,-5,1,1664246.98,1.0115,R08,Healthcare,279,1720389.75,0.982,0.50–0.99,5,5.938,2.057,3.406,,,,,,,,,,,,,,False
Q202403153,ACC03153,2024,20,0,1191526.23,0.7258,R14,Technology,130,969767.22,0.735,0.50–0.99,2,5.066,1.667,4.383,,,,,,,,,,,,,,False
Q202403154,ACC03154,2024,25,0,1619931.88,0.6612,R03,Technology,223,1258704.39,0.6225,0.50–0.99,5,5.407,1.647,2.321,,,,,,,,,,,,,,False
Q202403155,ACC03155,2024,10,0,896516.46,0.8746,R12,Professional services,115,848017.51,0.8864,0.50–0.99,8,4.14,1.914,4.466,,,,,,,,,,,,,,False
Q202403156,ACC03156,2024,10,1,1962787.33,3.3087,R08,Technology,218,1768238.82,3.3537,2.50–5.00,2,5.938,2.057,3.406,,,,,,,,,,,,,,False
Q202403157,ACC03157,2024,0,1,983343.68,0.6474,R27,Financial services,123,1011214.22,0.6484,0.50–0.99,11,5.463,2.876,4.027,,,,,,,,,,,,,,False
Q202403158,ACC03158,2024,10,0,3685067.17,0.5886,R02,Hospitality,512,3511305.12,0.6409,0.50–0.99,3,5.177,2.786,4.005,,,,,,,,,,,,,,False
Q202403159,ACC03159,2024,20,0,2767930.39,2.0457,R44,Professional services,340,2528748.64,2.0621,1.50–2.49,6,4.979,1.871,2.951,,,,,,,,,,,,,,False
Q202403160,ACC03160,2024,20,1,475864.24,0.8524,R48,Professional services,71,399368.5,0.7799,0.50–0.99,8,5.715,2.663,3.29,,,,,,,,,,,,,,False
Q202403161,ACC03161,2024,-5,0,6077467.28,0.655,R08,Hospitality,1056,6569959.61,0.6515,0.50–0.99,2,5.938,2.057,3.406,,,,,,,,,,,,,,False
Q202403162,ACC03162,2024,0,1,1103073.64,0.9995,R26,Logistics,137,1081977.94,0.9648,0.50–0.99,12,4.779,2.786,3.729,,,,,,,,,,,,,,False
Q202403163,ACC03163,2024,20,1,820448.42,0.9915,R24,Technology,107,725660.64,0.9568,0.50–0.99,7,4.561,2.571,3.695,,,,,,,,,,,,,,False
Q202403164,ACC03164,2024,0,1,1414910.83,0.8984,R11,Retail,253,1530976.15,0.8611,0.50–0.99,12,5.053,2.145,2.941,,,,,,,,,,,,,,False
Q202403165,ACC03165,2024,5,1,5187515.88,0.6738,R02,Financial services,694,5094799.67,0.651,0.50–0.99,6,5.177,2.786,4.005,,,,,,,,,,,,,,False
Q202403166,ACC03166,2024,0,1,3485271.65,0.7205,R27,Manufacturing,519,3396298.77,0.6656,0.50–0.99,2,5.463,2.876,4.027,,,,,,,,,,,,,,False
Q202403167,ACC03167,2024,-5,1,2158112.73,0.8867,R30,Financial services,311,2336118.98,0.8389,0.50–0.99,5,4.641,2.022,4.008,,,,,,,,,,,,,,False
