account_id,rating_region,industry,renewal_month,covered_lives_2025,annual_premium_2025,latest_risk_score,risk_band,latest_premium,paid_claims,latest_mlr,latest_claim_count,latest_claim_frequency,latest_claim_severity,median_claim,p90_claim,max_claim,claims_premium_gap,loss_making,unemployment_rate_2025,renewed_flag_2023,renewed_flag_2024,renewed_flag_2025,quoted_rate_change_pct_2023,quoted_rate_change_pct_2024,quoted_rate_change_pct_2025,quoted_annual_premium_2023,quoted_annual_premium_2024,quoted_annual_premium_2025,risk_score_at_quote_2023,risk_score_at_quote_2024,risk_score_at_quote_2025,renewal_count_3yr,renewal_rate_3yr,rate_change_mean_3yr,rate_change_slope,risk_score_change,historical_loss_making_indicator,three_year_average_mlr,claims_trend
ACC03106,R20,Technology,8,174,976124.83,0.63,0.50–0.99,870014.27,465450.75,0.5349920869688723,142,0.8160919540229885,3277.8221830985917,1488.6550000000002,6739.735000000001,42965.81,-404563.52,False,3.155,1.0,0.0,1.0,10.0,0.0,-10.0,1030080.25,973353.95,870014.27,0.5916,0.6487,0.7131,2.0,0.6666666666666666,0.0,-10.0,0.12149999999999994,0,,
ACC03107,R02,Retail,10,509,3001993.39,0.8128,0.50–0.99,2786733.21,1751924.42,0.6286659999289993,353,0.693516699410609,4962.958696883852,1949.41,12050.546000000002,54643.02,-1034808.79,False,2.78,1.0,1.0,1.0,-15.0,0.0,-5.0,2339953.3,2863886.25,2786733.21,0.8036,0.7875,0.8127,3.0,1.0,-6.666666666666667,5.0,0.009099999999999997,0,,
ACC03108,R18,Manufacturing,9,250,1710469.75,0.7246,0.50–0.99,1793728.14,924419.54,0.5153621217092575,185,0.74,4996.862378378379,1974.94,11885.705999999998,99154.65,-869308.5999999999,False,3.535,1.0,1.0,1.0,10.0,-5.0,10.0,1880316.94,1586263.98,1793728.14,0.6828,0.7579,0.8238,3.0,1.0,5.0,0.0,0.14100000000000001,0,,
ACC03109,R44,Manufacturing,10,169,1286725.21,1.554,1.50–2.49,1246198.8,2509788.0100000002,2.0139547638787647,156,0.9230769230769231,16088.38467948718,3542.055,24760.115,438450.32,1263589.2100000002,True,3.411,1.0,1.0,1.0,0.0,10.0,5.0,1308467.26,1455742.26,1246198.8,1.539,1.5475,1.5861,3.0,1.0,5.0,2.5,0.04710000000000014,1,,
ACC03110,R09,Manufacturing,1,776,5378224.24,0.563,0.50–0.99,5391291.95,2646709.62,0.49092307457027995,509,0.6559278350515464,5199.822436149313,1936.29,11416.853999999998,84503.21,-2744582.33,False,3.67,1.0,1.0,0.0,-15.0,-15.0,5.0,4399741.15,4410532.6,5391291.95,0.558,0.5477,0.4707,2.0,0.6666666666666666,-8.333333333333334,10.0,-0.08730000000000004,0,,
ACC03111,R47,Financial services,3,431,2764108.06,0.3009,0.15–0.49,3247040.03,612996.85,0.18878635444478953,201,0.46635730858468677,3049.7355721393033,1304.23,5925.86,50249.43,-2634043.1799999997,False,3.295,1.0,1.0,1.0,-10.0,-5.0,20.0,2284458.97,2402020.08,3247040.03,0.3153,0.3218,0.41,3.0,1.0,1.6666666666666667,15.0,0.09469999999999995,0,,
ACC03112,R23,Healthcare,11,150,1291836.26,1.8213,1.50–2.49,1363349.97,1823979.74,1.3378661239857583,183,1.22,9967.102404371584,3679.13,24483.142000000003,194730.49,460629.77,True,3.089,1.0,1.0,1.0,10.0,0.0,15.0,1296117.88,1203113.83,1363349.97,1.8464,1.9357,1.8481,3.0,1.0,8.333333333333334,2.5,0.0017000000000000348,1,,
ACC03113,R05,Manufacturing,6,440,3379766.33,1.6469,1.50–2.49,2720361.79,5579871.96,2.051150689041254,457,1.0386363636363636,12209.78547045952,4240.97,27469.848000000016,248290.22,2859510.17,True,3.266,1.0,1.0,1.0,0.0,15.0,-15.0,3460644.1,3685172.46,2720361.79,1.6245,1.6352,1.6914,3.0,1.0,0.0,-7.5,0.06689999999999996,1,,
ACC03114,R06,Manufacturing,1,366,2940256.15,0.5502,0.50–0.99,2938178.44,1097063.7,0.3733822578862841,262,0.7158469945355191,4187.266030534351,1600.605,11428.794000000002,64106.54,-1841114.74,False,3.972,1.0,0.0,1.0,-15.0,15.0,5.0,2466551.32,3472474.88,2938178.44,0.6539,0.565,0.5455,2.0,0.6666666666666666,1.6666666666666667,10.0,-0.10840000000000005,0,,
ACC03115,R07,Logistics,2,165,915918.9,0.9596,0.50–0.99,989536.78,857400.0599999999,0.8664660852727474,119,0.7212121212121212,7205.042521008403,1888.05,15444.286000000002,122935.95,-132136.7200000001,False,3.359,1.0,0.0,1.0,15.0,5.0,5.0,1012877.92,890403.72,989536.78,1.0486,0.98,0.9602,2.0,0.6666666666666666,8.333333333333334,-5.0,-0.08839999999999992,0,,
ACC03116,R13,Hospitality,11,326,2367331.91,0.8035,0.50–0.99,2218613.96,1280555.07,0.5771869703731604,199,0.6104294478527608,6434.950100502513,1840.85,15762.296000000038,127658.93,-938058.8899999999,False,2.464,1.0,0.0,1.0,-10.0,10.0,0.0,2092588.83,2397289.28,2218613.96,0.7638,0.8406,0.7341,2.0,0.6666666666666666,0.0,5.0,-0.02970000000000006,0,,
ACC03117,R39,Healthcare,1,160,830336.54,0.9601,0.50–0.99,902171.08,665776.03,0.7379709289728065,109,0.68125,6108.036972477064,1630.62,11676.430000000004,126875.52,-236395.04999999993,False,3.907,1.0,1.0,1.0,-5.0,0.0,15.0,787490.81,804146.76,902171.08,0.8883,0.9488,0.9399,3.0,1.0,3.3333333333333335,10.0,0.05159999999999998,0,,
ACC03118,R16,Financial services,9,260,1761906.5,0.9557,0.50–0.99,1522161.31,596180.86,0.39166733255097647,149,0.573076923076923,4001.2138255033556,1595.53,12099.586000000005,30828.75,-925980.4500000001,False,4.115,1.0,1.0,1.0,15.0,5.0,-10.0,2046183.9,1772997.49,1522161.31,0.9779,0.9737,0.9453,3.0,1.0,3.3333333333333335,-12.5,-0.03259999999999996,0,,
ACC03119,R47,Technology,4,170,1137673.79,0.9326,0.50–0.99,1149435.38,852583.68,0.7417412886664408,114,0.6705882352941176,7478.804210526317,1693.3000000000002,15116.536,105438.56,-296851.69999999984,False,3.295,1.0,0.0,0.0,5.0,-5.0,5.0,1153221.15,1010114.76,1149435.38,0.9816,0.9167,0.883,1.0,0.3333333333333333,1.6666666666666667,0.0,-0.09860000000000002,0,,
ACC03120,R44,Retail,12,574,3100068.23,0.7219,0.50–0.99,3189244.76,2074997.86,0.6506235852528297,382,0.6655052264808362,5431.931570680628,1987.225,12283.983000000015,84435.01,-1114246.8999999997,False,3.411,0.0,1.0,1.0,20.0,-5.0,10.0,3826476.24,2813036.41,3189244.76,0.7267,0.8469,0.8119,2.0,0.6666666666666666,8.333333333333334,-5.0,0.08519999999999994,0,,
ACC03121,R36,Manufacturing,7,117,1255167.99,1.2422,1.00–1.49,1111401.06,451124.17,0.4059058302499729,93,0.7948717948717948,4850.79752688172,2370.58,12617.098,45313.83,-660276.8900000001,False,3.502,1.0,0.0,1.0,15.0,20.0,-5.0,1396510.82,1529789.62,1111401.06,1.1847,1.1851,1.2728,2.0,0.6666666666666666,10.0,-10.0,0.08809999999999985,0,,
ACC03122,R20,Healthcare,3,382,2363745.21,1.0905,1.00–1.49,2504215.2,2236853.33,0.8932352658829001,296,0.774869109947644,7556.936925675676,2940.965,17501.050000000003,157503.43,-267361.8700000001,False,3.155,0.0,1.0,1.0,0.0,10.0,10.0,2259883.02,2473239.26,2504215.2,1.0376,1.0196,1.0434,2.0,0.6666666666666666,6.666666666666667,5.0,0.005800000000000027,0,,
ACC03123,R46,Retail,10,1167,8672605.2,0.9821,0.50–0.99,9496091.12,4671201.05,0.4919077745749348,788,0.675235646958012,5927.920114213198,1860.33,12645.018000000024,407943.1,-4824890.069999999,False,4.229,1.0,1.0,1.0,20.0,-10.0,20.0,10165924.51,7180123.72,9496091.12,1.0865,0.9499,0.9319,3.0,1.0,10.0,0.0,-0.15460000000000007,0,,
ACC03124,R12,Manufacturing,3,105,736649.27,0.373,0.15–0.49,833904.48,294524.25,0.35318703408332813,51,0.4857142857142857,5774.985294117647,1658.85,16301.75,45347.03,-539380.23,False,2.083,0.0,1.0,0.0,25.0,0.0,10.0,934688.44,695774.81,833904.48,0.4734,0.3765,0.2867,1.0,0.3333333333333333,11.666666666666666,-7.5,-0.18669999999999998,0,,
ACC03125,R23,Healthcare,5,143,1510450.2,1.5369,1.50–2.49,1356141.48,1454445.69,1.0724881669425819,139,0.972027972027972,10463.638057553957,4228.72,23535.286000000007,154628.67,98304.20999999996,True,3.089,1.0,1.0,1.0,5.0,0.0,-5.0,1561079.1,1428839.3,1356141.48,1.544,1.5127,1.5791,3.0,1.0,0.0,-5.0,0.03509999999999991,1,,
ACC03126,R34,Manufacturing,10,116,987825.89,4.4704,2.50–5.00,1099904.49,2754639.02,2.5044347441476487,161,1.3879310344827587,17109.559130434784,5350.99,41509.36,254544.32,1654734.53,True,4.089,1.0,1.0,1.0,25.0,20.0,15.0,1154329.14,1118913.24,1099904.49,4.4103,4.4442,4.4457,3.0,1.0,20.0,-5.0,0.0354000000000001,1,,
ACC03127,R06,Manufacturing,1,741,5765214.54,2.8189,2.50–5.00,6282174.6,20077883.08,3.196008445865226,1074,1.4493927125506072,18694.49076350093,6480.2,41964.35000000004,661690.16,13795708.479999999,True,3.972,1.0,1.0,1.0,20.0,10.0,10.0,6603283.45,6360717.55,6282174.6,2.8759,2.7869,2.7776,3.0,1.0,13.333333333333334,-5.0,-0.09830000000000005,1,,
ACC03128,R25,Healthcare,5,187,1107409.82,1.0635,1.00–1.49,1166741.85,1167563.87,1.0007045431686539,150,0.8021390374331551,7783.759133333334,3380.3199999999997,17866.724999999977,105141.14,822.0200000000186,True,2.57,1.0,1.0,1.0,10.0,0.0,5.0,1223055.15,1136923.49,1166741.85,1.1194,1.0022,1.0109,3.0,1.0,5.0,-2.5,-0.10850000000000004,1,,
ACC03129,R09,Hospitality,11,528,3305523.13,0.5762,0.50–0.99,3342190.06,2084761.15,0.6237709742934248,369,0.6988636363636364,5649.759214092141,1738.9,13146.579999999998,176661.07,-1257428.9100000001,False,3.67,1.0,1.0,1.0,5.0,5.0,5.0,3254653.54,3268068.0,3342190.06,0.6351,0.5604,0.5515,3.0,1.0,5.0,0.0,-0.08360000000000001,0,,
ACC03130,R36,Logistics,11,109,823992.95,2.2578,1.50–2.49,715443.25,1323954.34,1.8505371879600514,116,1.0642201834862386,11413.399482758621,5134.6900000000005,25725.57,99280.49,608511.0900000001,True,3.502,1.0,1.0,1.0,25.0,5.0,-5.0,957982.86,816365.46,715443.25,2.2262,2.3528,2.2976,3.0,1.0,8.333333333333334,-15.0,0.07140000000000013,1,,
ACC03131,R35,Logistics,11,182,852545.72,0.4183,0.15–0.49,943374.61,322370.59,0.3417206553820651,86,0.4725274725274725,3748.49523255814,1186.49,9769.84,29644.7,-621004.02,False,3.086,1.0,0.0,1.0,20.0,25.0,10.0,1024404.98,1036865.43,943374.61,0.3368,0.3897,0.5541,2.0,0.6666666666666666,18.333333333333332,-5.0,0.21730000000000005,0,,
ACC03132,R45,Manufacturing,10,630,5205690.62,1.4871,1.00–1.49,5723971.66,5101662.52,0.891280184989595,565,0.8968253968253969,9029.491185840707,2928.9,19421.926000000003,402690.52,-622309.1400000006,False,3.438,1.0,1.0,1.0,5.0,20.0,15.0,5382168.65,6247751.14,5723971.66,1.4634,1.4653,1.5013,3.0,1.0,13.333333333333334,5.0,0.037900000000000045,0,,
ACC03133,R23,Manufacturing,12,208,1429335.72,0.5195,0.50–0.99,1592050.46,759813.58,0.47725470962773375,159,0.7644230769230769,4778.701761006289,1857.96,10817.382000000021,49569.22,-832236.88,False,3.089,0.0,0.0,0.0,5.0,5.0,10.0,1540800.02,1479385.53,1592050.46,0.4607,0.5014,0.5545,0.0,0.0,6.666666666666667,2.5,0.0938,0,,
ACC03134,R47,Retail,8,256,2426859.0,4.5796,2.50–5.00,2656966.09,5788456.28,2.1785962198712143,346,1.3515625,16729.642427745664,6219.13,43095.399999999994,351211.44,3131490.1900000004,True,3.295,1.0,1.0,1.0,5.0,-10.0,15.0,2563498.2,2030285.78,2656966.09,4.6258,4.5431,4.608,3.0,1.0,3.3333333333333335,5.0,-0.01780000000000026,1,,
ACC03135,R02,Professional services,3,294,2457120.25,2.2687,1.50–2.49,2361642.0,3824876.44,1.6195835101171134,338,1.1496598639455782,11316.2024852071,3943.3050000000003,25896.280000000006,279826.23,1463234.44,True,2.78,1.0,1.0,1.0,10.0,20.0,5.0,2513102.72,2745128.88,2361642.0,2.2366,2.2274,2.2321,3.0,1.0,11.666666666666666,-2.5,-0.0045000000000001705,1,,
ACC03136,R40,Manufacturing,6,93,692192.4,0.7026,0.50–0.99,725605.22,442824.06,0.6102823516071177,77,0.8279569892473119,5750.961818181818,2193.82,11163.392000000005,69006.74,-282781.16,False,3.722,1.0,1.0,1.0,10.0,5.0,10.0,784204.84,707491.8,725605.22,0.6722,0.6593,0.7999,3.0,1.0,8.333333333333334,0.0,0.12770000000000004,0,,
ACC03137,R07,Healthcare,11,401,2621776.79,0.7849,0.50–0.99,2781702.62,1187917.8,0.42704701482432367,280,0.6982543640897756,4242.563571428572,1639.23,10348.566999999997,71365.78,-1593784.82,False,3.359,1.0,1.0,0.0,10.0,10.0,10.0,2820899.51,2881205.25,2781702.62,0.6878,0.7911,0.7738,2.0,0.6666666666666666,10.0,0.0,0.08600000000000008,0,,
ACC03138,R15,Logistics,7,236,1400705.22,1.1338,1.00–1.49,1406217.69,1672107.31,1.1890814074455287,211,0.8940677966101694,7924.679194312796,2607.18,16056.23,132820.38,265889.6200000001,True,2.489,1.0,1.0,1.0,0.0,5.0,10.0,1276220.38,1499348.07,1406217.69,1.1823,1.1728,1.0745,3.0,1.0,5.0,5.0,-0.1077999999999999,1,,
ACC03139,R25,Logistics,5,525,3139424.42,0.5554,0.50–0.99,3609196.4,1683687.44,0.46649925728619257,372,0.7085714285714285,4526.041505376344,1815.805,10656.337000000003,86174.61,-1925508.96,False,2.57,1.0,1.0,1.0,0.0,10.0,20.0,3053147.44,3347722.49,3609196.4,0.5017,0.5727,0.6127,3.0,1.0,10.0,10.0,0.11099999999999999,0,,
ACC03140,R29,Financial services,7,342,2625598.5,0.9006,0.50–0.99,3042725.84,1298157.11,0.4266428124855311,235,0.6871345029239766,5524.072808510638,1989.28,12351.318,114017.74,-1744568.7299999997,False,3.877,1.0,1.0,1.0,5.0,25.0,20.0,2818932.61,3325802.44,3042725.84,0.9453,0.8834,0.9269,3.0,1.0,16.666666666666668,7.5,-0.018400000000000083,0,,
ACC03141,R23,Healthcare,11,178,1040261.86,0.8863,0.50–0.99,1018106.12,730133.86,0.717149072829461,117,0.6573033707865169,6240.460341880342,2146.22,14112.588000000003,79682.76,-287972.26,False,3.089,1.0,1.0,1.0,15.0,10.0,0.0,1121583.57,1127886.01,1018106.12,0.9109,0.788,0.8571,3.0,1.0,8.333333333333334,-7.5,-0.05380000000000007,0,,
ACC03142,R12,Hospitality,3,161,1554383.99,4.7175,2.50–5.00,1473360.37,4166919.54,2.828174033213612,223,1.3850931677018634,18685.737847533634,5589.27,40529.922000000006,464946.51,2693559.17,True,2.083,1.0,1.0,1.0,5.0,15.0,0.0,1578276.93,1726807.82,1473360.37,4.697,4.669,4.7249,3.0,1.0,6.666666666666667,-2.5,0.027899999999999814,1,,
ACC03143,R22,Technology,11,63,425973.78,0.8819,0.50–0.99,412365.67,255521.19,0.6196470962289369,45,0.7142857142857143,5678.248666666666,2053.15,9251.628000000002,97195.91,-156844.47999999998,False,4.083,1.0,0.0,0.0,5.0,15.0,5.0,431354.92,481293.85,412365.67,0.8714,0.9805,0.9182,1.0,0.3333333333333333,8.333333333333334,0.0,0.046800000000000064,0,,
ACC03144,R24,Manufacturing,8,155,908341.65,0.9507,0.50–0.99,869641.89,435543.16,0.5008304740241986,108,0.6967741935483871,4032.807037037037,1918.26,10569.991999999998,40374.63,-434098.73000000004,False,3.647,1.0,1.0,1.0,10.0,5.0,5.0,1026319.91,971163.46,869641.89,0.9668,0.8903,0.9864,3.0,1.0,6.666666666666667,-2.5,0.019600000000000062,0,,
ACC03145,R04,Logistics,3,150,1050598.3,1.2804,1.00–1.49,1243448.36,655723.47,0.5273427438514615,130,0.8666666666666667,5044.026692307692,1938.065,12954.512000000002,52492.12,-587724.8900000001,False,2.271,0.0,1.0,1.0,10.0,15.0,20.0,1178541.35,1177213.2,1243448.36,1.2629,1.3199,1.3021,2.0,0.6666666666666666,15.0,5.0,0.039200000000000124,0,,
ACC03146,R20,Healthcare,8,70,539071.54,0.6835,0.50–0.99,661492.04,207031.51,0.3129765703605443,48,0.6857142857142857,4313.156458333334,1724.275,12555.966,35534.49,-454460.53,False,3.155,1.0,1.0,1.0,10.0,15.0,20.0,577218.76,604646.7,661492.04,0.7442,0.6183,0.7319,3.0,1.0,15.0,5.0,-0.012299999999999978,0,,
ACC03147,R11,Manufacturing,2,189,1418841.87,2.0325,1.50–2.49,1369310.0,3763876.91,2.7487398105615237,197,1.0423280423280423,19105.97416243655,3693.84,31195.970000000012,922553.48,2394566.91,True,3.905,1.0,1.0,1.0,15.0,5.0,0.0,1671915.63,1530099.62,1369310.0,2.0057,1.955,2.0739,3.0,1.0,6.666666666666667,-7.5,0.06820000000000004,1,,
ACC03148,R01,Financial services,6,70,464274.58,1.2238,1.00–1.49,569006.05,581461.86,1.021890470233137,54,0.7714285714285715,10767.812222222223,2376.19,34566.54000000003,105335.43,12455.80999999994,True,3.721,1.0,1.0,1.0,10.0,5.0,25.0,487493.35,470454.65,569006.05,1.2107,1.171,1.2374,3.0,1.0,13.333333333333334,7.5,0.026699999999999946,1,,
ACC03149,R23,Retail,5,279,1531089.66,0.6369,0.50–0.99,1539993.49,966477.92,0.6275857179110543,197,0.7060931899641577,4905.979289340102,1833.56,11198.216000000004,118031.38,-573515.57,False,3.089,1.0,1.0,1.0,0.0,5.0,5.0,1466309.58,1631986.17,1539993.49,0.6549,0.6409,0.6262,3.0,1.0,3.3333333333333335,2.5,-0.02870000000000006,0,,
ACC03150,R44,Hospitality,9,62,369511.9,0.6753,0.50–0.99,430025.01,301993.76,0.7022702237714035,48,0.7741935483870968,6291.536666666667,889.48,10595.805000000006,131775.0,-128031.25,False,3.411,1.0,1.0,1.0,-15.0,-15.0,15.0,299692.84,289650.44,430025.01,0.7086,0.7965,0.6424,3.0,1.0,-5.0,15.0,-0.06620000000000004,0,,
ACC03151,R19,Technology,12,191,1411559.45,0.4637,0.15–0.49,1220924.59,347734.33999999997,0.2848122995049186,84,0.4397905759162304,4139.694523809523,1209.99,8843.478000000006,71135.64,-873190.2500000001,False,4.492,1.0,1.0,1.0,-10.0,5.0,-5.0,1168560.25,1434944.79,1220924.59,0.4968,0.5114,0.4477,3.0,1.0,-3.3333333333333335,2.5,-0.04910000000000003,0,,
ACC03152,R08,Healthcare,5,279,1720389.75,0.982,0.50–0.99,1787604.25,975497.38,0.545700973803346,188,0.6738351254480287,5188.8158510638295,2073.085,11461.172000000013,66207.19,-812106.87,False,3.434,1.0,1.0,1.0,10.0,-5.0,10.0,1912981.12,1664246.98,1787604.25,1.0195,1.0115,0.9543,3.0,1.0,5.0,0.0,-0.06520000000000004,0,,
ACC03153,R14,Technology,2,130,969767.22,0.735,0.50–0.99,979138.99,460257.96,0.4700639691613139,73,0.5615384615384615,6304.903561643836,2580.17,16993.96199999999,56353.76,-518881.02999999997,False,4.013,1.0,0.0,1.0,-10.0,20.0,5.0,897024.0,1191526.23,979138.99,0.8424,0.7258,0.6901,2.0,0.6666666666666666,5.0,7.5,-0.1523,0,,
ACC03154,R03,Technology,5,223,1258704.39,0.6225,0.50–0.99,1278681.05,1285829.61,1.0055905731925878,150,0.672645739910314,8572.197400000001,1653.5749999999998,14171.9,527394.31,7148.560000000056,True,3.009,1.0,0.0,1.0,0.0,25.0,10.0,1184303.68,1619931.88,1278681.05,0.6026,0.6612,0.6766,2.0,0.6666666666666666,11.666666666666666,5.0,0.07399999999999995,1,,
ACC03155,R12,Professional services,8,115,848017.51,0.8864,0.50–0.99,840443.65,340241.26,0.4048353033543653,64,0.5565217391304348,5316.2696875,2644.63,9980.305000000008,59617.31,-500202.39,False,2.083,1.0,0.0,1.0,0.0,10.0,5.0,813436.51,896516.46,840443.65,0.9517,0.8746,0.8416,2.0,0.6666666666666666,5.0,2.5,-0.11009999999999998,0,,
ACC03156,R08,Technology,2,218,1768238.82,3.3537,2.50–5.00,1879408.89,6386701.4,3.398250074256061,313,1.4357798165137614,20404.796805111822,6216.94,51609.54600000001,530140.86,4507292.510000001,True,3.434,1.0,1.0,1.0,-5.0,10.0,15.0,1597154.94,1962787.33,1879408.89,3.325,3.3087,3.3642,3.0,1.0,6.666666666666667,10.0,0.03919999999999968,1,,
ACC03157,R27,Financial services,11,123,1011214.22,0.6484,0.50–0.99,1267162.71,535905.51,0.4229176772413071,80,0.6504065040650406,6698.818875,2102.285,17586.802000000007,55358.83,-731257.2,False,3.276,0.0,1.0,0.0,0.0,0.0,25.0,969752.24,983343.68,1267162.71,0.6573,0.6474,0.6506,1.0,0.3333333333333333,8.333333333333334,12.5,-0.006700000000000039,0,,
ACC03158,R02,Hospitality,3,512,3511305.12,0.6409,0.50–0.99,4276277.12,1920489.79,0.4491032120013775,400,0.78125,4801.224475,1692.245,11584.532000000007,67872.39,-2355787.33,False,2.78,1.0,0.0,1.0,20.0,10.0,25.0,4081608.8,3685067.17,4276277.12,0.6568,0.5886,0.7126,2.0,0.6666666666666666,18.333333333333332,2.5,0.05579999999999996,0,,
ACC03159,R44,Professional services,6,340,2528748.64,2.0621,1.50–2.49,2798099.6,4543499.94,1.6237806331125597,409,1.2029411764705882,11108.801809290955,3669.87,32364.373999999993,137593.03,1745400.3400000003,True,3.411,1.0,0.0,1.0,5.0,20.0,20.0,2425690.8,2767930.39,2798099.6,2.075,2.0457,2.0506,2.0,0.6666666666666666,15.0,7.5,-0.024399999999999977,1,,
ACC03160,R48,Professional services,8,71,399368.5,0.7799,0.50–0.99,457888.34,381755.97,0.8337315818087876,51,0.7183098591549296,7485.411176470588,2273.41,27317.4,64902.16,-76132.37000000005,False,3.414,1.0,1.0,1.0,-10.0,20.0,15.0,335892.68,475864.24,457888.34,0.7454,0.8524,0.7686,3.0,1.0,8.333333333333334,12.5,0.0232,0,,
ACC03161,R08,Hospitality,2,1056,6569959.61,0.6515,0.50–0.99,6523366.44,3778479.66,0.5792223531750579,713,0.6751893939393939,5299.4104628331,1821.12,13123.342,118701.91,-2744886.7800000003,False,3.434,1.0,0.0,0.0,-5.0,-5.0,5.0,6361632.77,6077467.28,6523366.44,0.6572,0.655,0.5963,1.0,0.3333333333333333,-1.6666666666666667,5.0,-0.060899999999999954,0,,
ACC03162,R26,Logistics,12,137,1081977.94,0.9648,0.50–0.99,1081942.8,343843.72,0.31780212410489717,102,0.7445255474452555,3371.0168627450976,1553.655,9430.778000000002,29711.32,-738099.0800000001,False,3.633,0.0,1.0,1.0,25.0,0.0,5.0,1381599.84,1103073.64,1081942.8,0.8636,0.9995,0.8887,2.0,0.6666666666666666,10.0,-10.0,0.02510000000000001,0,,
ACC03163,R24,Technology,7,107,725660.64,0.9568,0.50–0.99,898790.33,377256.46,0.41973800496941266,89,0.8317757009345794,4238.836629213483,1664.91,9156.954,35447.37,-521533.86999999994,False,3.647,1.0,1.0,0.0,15.0,20.0,25.0,787338.08,820448.42,898790.33,0.8729,0.9915,0.9896,2.0,0.6666666666666666,20.0,5.0,0.11670000000000003,0,,
ACC03164,R11,Retail,12,253,1530976.15,0.8611,0.50–0.99,1567310.02,721419.3,0.46029138510835277,181,0.7154150197628458,3985.7419889502767,1500.77,10002.61,79952.84,-845890.72,False,3.905,1.0,1.0,1.0,15.0,0.0,5.0,1708128.65,1414910.83,1567310.02,0.8773,0.8984,0.8451,3.0,1.0,6.666666666666667,-5.0,-0.032200000000000006,0,,
ACC03165,R02,Financial services,6,694,5094799.67,0.651,0.50–0.99,5068479.72,2197221.34,0.4335069806691463,479,0.6902017291066282,4587.100918580375,1520.03,10580.239999999994,96256.76,-2871258.38,False,2.78,1.0,1.0,1.0,0.0,5.0,0.0,4722096.41,5187515.88,5068479.72,0.7129,0.6738,0.6859,3.0,1.0,1.6666666666666667,0.0,-0.027000000000000024,0,,
ACC03166,R27,Manufacturing,2,519,3396298.77,0.6656,0.50–0.99,2888824.53,2281476.24,0.7897593697046045,384,0.7398843930635838,5941.344375000001,1534.885,14973.8,186175.85,-607348.2899999996,False,3.276,1.0,1.0,1.0,10.0,0.0,-10.0,3638334.51,3485271.65,2888824.53,0.7136,0.7205,0.593,3.0,1.0,0.0,-10.0,-0.12060000000000004,0,,
ACC03167,R30,Financial services,5,311,2336118.98,0.8389,0.50–0.99,2438973.72,970964.76,0.3981038221272839,221,0.7106109324758842,4393.505701357466,1846.94,9934.59,50529.03,-1468008.9600000002,False,3.218,1.0,1.0,0.0,10.0,-5.0,10.0,2620031.63,2158112.73,2438973.72,0.8507,0.8867,0.8804,2.0,0.6666666666666666,5.0,0.0,0.02969999999999995,0,,
ACC03168,R38,Manufacturing,8,379,2831745.19,1.3658,1.00–1.49,3184164.71,2473478.0,0.7768059209474751,313,0.8258575197889182,7902.485623003195,3192.29,23561.656000000003,113785.21,-710686.71,False,4.048,1.0,1.0,0.0,-10.0,10.0,10.0,2442626.06,2915522.28,3184164.71,1.3668,1.3012,1.2858,2.0,0.6666666666666666,3.3333333333333335,10.0,-0.08099999999999996,0,,
ACC03169,R21,Professional services,6,135,1061117.18,0.5785,0.50–0.99,1077080.05,460113.98,0.427186428715303,92,0.6814814814814815,5001.238913043478,1844.245,14672.514000000017,54676.89,-616966.0700000001,False,3.693,1.0,1.0,0.0,10.0,-5.0,5.0,1125659.61,1034683.95,1077080.05,0.5697,0.5975,0.5274,2.0,0.6666666666666666,3.3333333333333335,-2.5,-0.042300000000000004,0,,
ACC03170,R43,Healthcare,9,296,2060223.43,0.1799,0.15–0.49,2182548.6,434509.41,0.19908349807193296,167,0.5641891891891891,2601.852754491018,924.12,6693.244000000001,38438.52,-1748039.1900000002,False,3.524,1.0,1.0,1.0,5.0,15.0,10.0,2179572.75,2217523.74,2182548.6,0.1436,0.228,0.2417,3.0,1.0,10.0,2.5,0.09809999999999999,0,,
ACC03171,R48,Hospitality,8,321,1646549.67,0.5042,0.50–0.99,1281602.0,1387032.57,1.0822646734321577,212,0.660436137071651,6542.606462264152,1959.345,15012.979000000007,86536.18,105430.57000000007,True,3.414,1.0,1.0,0.0,-10.0,0.0,-15.0,1364757.9,1510185.12,1281602.0,0.5278,0.5475,0.5555,2.0,0.6666666666666666,-8.333333333333334,-2.5,0.027699999999999947,1,,
ACC03172,R27,Manufacturing,4,62,357720.5,0.9493,0.50–0.99,359950.5,243321.04,0.6759847256775585,47,0.7580645161290323,5177.04340425532,1401.1,8232.627999999999,77510.35,-116629.45999999999,False,3.276,0.0,1.0,1.0,20.0,10.0,5.0,395321.48,371204.26,359950.5,0.9183,1.0071,0.9441,2.0,0.6666666666666666,11.666666666666666,-7.5,0.025800000000000045,0,,
ACC03173,R09,Manufacturing,4,769,4447717.29,0.4428,0.15–0.49,4774553.12,1247827.44,0.26134957736107456,407,0.52925877763329,3065.915085995086,1112.41,7195.3480000000045,44898.82,-3526725.68,False,3.67,0.0,0.0,1.0,-10.0,0.0,10.0,4096247.64,4469253.85,4774553.12,0.3855,0.4485,0.4054,1.0,0.3333333333333333,0.0,10.0,0.019899999999999973,0,,
